2022-05-14 22:05:849 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-15 15:05:261 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 15:05:280 INFO  HomePage :65 - Clicking on register link Proxy element for: DefaultElementLocator 'By.linkText: Register'<br>
2022-05-15 15:05:552 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-15 15:05:382 INFO  HomePage :65 - Clicking on register link Proxy element for: DefaultElementLocator 'By.linkText: Register'<br>
2022-05-16 18:05:842 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 18:05:67 INFO  HomePage :52 - Clicking on login link [[ChromeDriver: chrome on WINDOWS (660e3f60c04b64bda0b48bfb61e065ce)] -> link text: Log in]<br>
2022-05-16 18:05:555 INFO  LoginPage :52 - Enter email rl123456@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (660e3f60c04b64bda0b48bfb61e065ce)] -> id: Email]<br>
2022-05-16 18:05:611 INFO  LoginPage :58 - Enter password rl12345 to password field [[ChromeDriver: chrome on WINDOWS (660e3f60c04b64bda0b48bfb61e065ce)] -> name: Password]<br>
2022-05-16 18:05:68 INFO  LoginPage :64 - Clicking on Login Button <br>
2022-05-16 18:05:744 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 18:05:356 INFO  HomePage :100 - Click on 'Computers' tab <br>
2022-05-16 18:05:893 INFO  ComputerPage :36 - Get pageTitle text : [[ChromeDriver: chrome on WINDOWS (78c64f3ee6fe6fa0b730e480fc65b9d4)] -> css selector: div[class='page-title'] h1]
2022-05-16 18:05:16 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 18:05:721 INFO  HomePage :100 - Click on 'Computers' tab <br>
2022-05-16 18:05:222 INFO  ComputerPage :45 - Click on '[[[ChromeDriver: chrome on WINDOWS (01804a26e10e9a94f2c1990d0eb778da)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a], [[ChromeDriver: chrome on WINDOWS (01804a26e10e9a94f2c1990d0eb778da)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a], [[ChromeDriver: chrome on WINDOWS (01804a26e10e9a94f2c1990d0eb778da)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a]]
2022-05-16 18:05:667 INFO  DesktopsPage :47 - Get pageTitle text [[ChromeDriver: chrome on WINDOWS (01804a26e10e9a94f2c1990d0eb778da)] -> css selector: div[class='page-title'] h1]
2022-05-16 18:05:314 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 18:05:894 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 18:05:586 INFO  HomePage :52 - Clicking on login link [[ChromeDriver: chrome on WINDOWS (8ffc763586042cc905d16a27cce480b2)] -> link text: Log in]<br>
2022-05-16 18:05:59 INFO  LoginPage :52 - Enter email rl123456@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (8ffc763586042cc905d16a27cce480b2)] -> id: Email]<br>
2022-05-16 18:05:114 INFO  LoginPage :58 - Enter password rl12345 to password field [[ChromeDriver: chrome on WINDOWS (8ffc763586042cc905d16a27cce480b2)] -> name: Password]<br>
2022-05-16 18:05:477 INFO  LoginPage :64 - Clicking on Login Button <br>
2022-05-16 18:05:69 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 18:05:619 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 18:05:990 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 18:05:574 INFO  HomePage :52 - Clicking on login link [[ChromeDriver: chrome on WINDOWS (52a22efc474d25944b4c59395e792ef6)] -> link text: Log in]<br>
2022-05-16 18:05:72 INFO  LoginPage :52 - Enter email rl123456@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (52a22efc474d25944b4c59395e792ef6)] -> id: Email]<br>
2022-05-16 18:05:128 INFO  LoginPage :58 - Enter password rl12345 to password field [[ChromeDriver: chrome on WINDOWS (52a22efc474d25944b4c59395e792ef6)] -> name: Password]<br>
2022-05-16 18:05:504 INFO  LoginPage :63 - Clicking on Login Button[[ChromeDriver: chrome on WINDOWS (52a22efc474d25944b4c59395e792ef6)] -> xpath: //button[contains(text(),'Log in')]]<br>
2022-05-16 18:05:883 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 18:05:648 INFO  HomePage :52 - Clicking on login link [[ChromeDriver: chrome on WINDOWS (eb8c50e8f47ab0921d8753613df65c11)] -> link text: Log in]<br>
2022-05-16 18:05:151 INFO  LoginPage :52 - Enter email rl123456@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (eb8c50e8f47ab0921d8753613df65c11)] -> id: Email]<br>
2022-05-16 18:05:208 INFO  LoginPage :58 - Enter password rl12345 to password field [[ChromeDriver: chrome on WINDOWS (eb8c50e8f47ab0921d8753613df65c11)] -> name: Password]<br>
2022-05-16 18:05:220 INFO  HomePage :52 - Clicking on login link [[ChromeDriver: chrome on WINDOWS (eb8c50e8f47ab0921d8753613df65c11)] -> link text: Log in]<br>
2022-05-16 18:05:12 INFO  HomePage :77 - Clicking on logOutLink : Proxy element for: DefaultElementLocator 'By.xpath: //a[normalize-space()='Log out']'<br>
2022-05-16 18:05:317 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 18:05:899 INFO  HomePage :52 - Clicking on login link [[ChromeDriver: chrome on WINDOWS (3b9ca4e8c367ef7344cc2bcecc27f92c)] -> link text: Log in]<br>
2022-05-16 18:05:371 INFO  LoginPage :52 - Enter email rl123456@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (3b9ca4e8c367ef7344cc2bcecc27f92c)] -> id: Email]<br>
2022-05-16 18:05:432 INFO  LoginPage :58 - Enter password rl12345 to password field [[ChromeDriver: chrome on WINDOWS (3b9ca4e8c367ef7344cc2bcecc27f92c)] -> name: Password]<br>
2022-05-16 18:05:799 INFO  LoginPage :63 - Clicking on Login Button[[ChromeDriver: chrome on WINDOWS (3b9ca4e8c367ef7344cc2bcecc27f92c)] -> xpath: //button[contains(text(),'Log in')]]<br>
2022-05-16 18:05:64 INFO  HomePage :77 - Clicking on logOutLink : Proxy element for: DefaultElementLocator 'By.xpath: //a[normalize-space()='Log out']'<br>
2022-05-16 18:05:385 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 18:05:206 INFO  HomePage :52 - Clicking on login link [[ChromeDriver: chrome on WINDOWS (bde01e6f878dcb19675746057ee5c76f)] -> link text: Log in]<br>
2022-05-16 18:05:675 INFO  LoginPage :52 - Enter email rl123456@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (bde01e6f878dcb19675746057ee5c76f)] -> id: Email]<br>
2022-05-16 18:05:734 INFO  LoginPage :58 - Enter password rl12345 to password field [[ChromeDriver: chrome on WINDOWS (bde01e6f878dcb19675746057ee5c76f)] -> name: Password]<br>
2022-05-16 18:05:121 INFO  LoginPage :63 - Clicking on Login Button[[ChromeDriver: chrome on WINDOWS (bde01e6f878dcb19675746057ee5c76f)] -> xpath: //button[contains(text(),'Log in')]]<br>
2022-05-16 20:05:316 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 20:05:77 INFO  HomePage :65 - Clicking on register link [[ChromeDriver: chrome on WINDOWS (952dce017777462eee16537f1165be9d)] -> link text: Register]<br>
2022-05-16 20:05:566 INFO  RegisterPage :112 - Enter Firstname : 'Ron' to firstName field
2022-05-16 20:05:639 INFO  RegisterPage :118 - Enter Lastname : 'Jira' to lastName field
2022-05-16 20:05:824 INFO  RegisterPage :125 - Select day : '9', month : 'November', year : '1992'<br>
2022-05-16 20:05:838 INFO  RegisterPage :129 - Enter Email : 'rl11111111@gmail.com' to email field[[ChromeDriver: chrome on WINDOWS (952dce017777462eee16537f1165be9d)] -> name: Email]
2022-05-16 20:05:902 INFO  RegisterPage :136 - Enter Password : [[ChromeDriver: chrome on WINDOWS (952dce017777462eee16537f1165be9d)] -> id: Password]
2022-05-16 20:05:963 INFO  RegisterPage :143 - Enter Confirm password : [[ChromeDriver: chrome on WINDOWS (952dce017777462eee16537f1165be9d)] -> id: ConfirmPassword]
2022-05-16 20:05:21 INFO  RegisterPage :148 - Click on 'REGISTER' button[[ChromeDriver: chrome on WINDOWS (952dce017777462eee16537f1165be9d)] -> css selector: #register-button]
2022-05-16 20:05:717 INFO  RegisterPage :166 - Get your reg completed text : [[ChromeDriver: chrome on WINDOWS (952dce017777462eee16537f1165be9d)] -> css selector: .result]
2022-05-16 20:05:606 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 20:05:260 INFO  HomePage :65 - Clicking on register link [[ChromeDriver: chrome on WINDOWS (7884408b5f7dd1cd53335e68ac1eed02)] -> link text: Register]<br>
2022-05-16 20:05:767 INFO  RegisterPage :112 - Enter Firstname : 'Ron' to firstName field
2022-05-16 20:05:842 INFO  RegisterPage :118 - Enter Lastname : 'Jira' to lastName field
2022-05-16 20:05:24 INFO  RegisterPage :125 - Select day : '9', month : 'November', year : '1992'<br>
2022-05-16 20:05:38 INFO  RegisterPage :129 - Enter Email : 'rl11111111@gmail.com' to email field[[ChromeDriver: chrome on WINDOWS (7884408b5f7dd1cd53335e68ac1eed02)] -> name: Email]
2022-05-16 20:05:103 INFO  RegisterPage :136 - Enter Password : [[ChromeDriver: chrome on WINDOWS (7884408b5f7dd1cd53335e68ac1eed02)] -> id: Password]
2022-05-16 20:05:164 INFO  RegisterPage :143 - Enter Confirm password : [[ChromeDriver: chrome on WINDOWS (7884408b5f7dd1cd53335e68ac1eed02)] -> id: ConfirmPassword]
2022-05-16 20:05:220 INFO  RegisterPage :148 - Click on 'REGISTER' button[[ChromeDriver: chrome on WINDOWS (7884408b5f7dd1cd53335e68ac1eed02)] -> css selector: #register-button]
2022-05-16 20:05:57 INFO  RegisterPage :166 - Get your reg completed text : Proxy element for: DefaultElementLocator 'By.cssSelector: .result'
2022-05-16 20:05:27 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 20:05:586 INFO  HomePage :65 - Clicking on register link [[ChromeDriver: chrome on WINDOWS (f19200cd8dbcb73e715b2030c7b835d9)] -> link text: Register]<br>
2022-05-16 20:05:101 INFO  RegisterPage :112 - Enter Firstname : 'Ron' to firstName field
2022-05-16 20:05:177 INFO  RegisterPage :118 - Enter Lastname : 'Jira' to lastName field
2022-05-16 20:05:364 INFO  RegisterPage :125 - Select day : '9', month : 'November', year : '1992'<br>
2022-05-16 20:05:378 INFO  RegisterPage :129 - Enter Email : 'rl1111111@gmail.com' to email field[[ChromeDriver: chrome on WINDOWS (f19200cd8dbcb73e715b2030c7b835d9)] -> name: Email]
2022-05-16 20:05:443 INFO  RegisterPage :136 - Enter Password : [[ChromeDriver: chrome on WINDOWS (f19200cd8dbcb73e715b2030c7b835d9)] -> id: Password]
2022-05-16 20:05:500 INFO  RegisterPage :143 - Enter Confirm password : [[ChromeDriver: chrome on WINDOWS (f19200cd8dbcb73e715b2030c7b835d9)] -> id: ConfirmPassword]
2022-05-16 20:05:556 INFO  RegisterPage :148 - Click on 'REGISTER' button[[ChromeDriver: chrome on WINDOWS (f19200cd8dbcb73e715b2030c7b835d9)] -> css selector: #register-button]
2022-05-16 20:05:236 INFO  RegisterPage :166 - Get your reg completed text : [[ChromeDriver: chrome on WINDOWS (f19200cd8dbcb73e715b2030c7b835d9)] -> css selector: .result]
2022-05-16 20:05:195 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 20:05:781 INFO  HomePage :52 - Clicking on login link [[ChromeDriver: chrome on WINDOWS (78d7e949b6dac09e96230eac996156cf)] -> link text: Log in]<br>
2022-05-16 20:05:254 INFO  LoginPage :52 - Enter email rl1111111@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (78d7e949b6dac09e96230eac996156cf)] -> id: Email]<br>
2022-05-16 20:05:313 INFO  LoginPage :58 - Enter password rl123456 to password field [[ChromeDriver: chrome on WINDOWS (78d7e949b6dac09e96230eac996156cf)] -> name: Password]<br>
2022-05-16 20:05:969 INFO  LoginPage :63 - Clicking on Login Button[[ChromeDriver: chrome on WINDOWS (78d7e949b6dac09e96230eac996156cf)] -> xpath: //button[contains(text(),'Log in')]]<br>
2022-05-16 20:05:989 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 20:05:810 INFO  HomePage :52 - Clicking on login link [[ChromeDriver: chrome on WINDOWS (0f62d8750d947bf893dc8754c0fc518b)] -> link text: Log in]<br>
2022-05-16 20:05:283 INFO  LoginPage :52 - Enter email rl1111111@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (0f62d8750d947bf893dc8754c0fc518b)] -> id: Email]<br>
2022-05-16 20:05:344 INFO  LoginPage :58 - Enter password rl123456 to password field [[ChromeDriver: chrome on WINDOWS (0f62d8750d947bf893dc8754c0fc518b)] -> name: Password]<br>
2022-05-16 20:05:966 INFO  LoginPage :63 - Clicking on Login Button[[ChromeDriver: chrome on WINDOWS (0f62d8750d947bf893dc8754c0fc518b)] -> xpath: //button[contains(text(),'Log in')]]<br>
2022-05-16 20:05:980 INFO  HomePage :77 - Clicking on logOutLink : [[ChromeDriver: chrome on WINDOWS (0f62d8750d947bf893dc8754c0fc518b)] -> xpath: //a[normalize-space()='Log out']]<br>
2022-05-16 20:05:774 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 20:05:429 INFO  HomePage :52 - Clicking on login link [[ChromeDriver: chrome on WINDOWS (e4e865dc36c0403af74f792ecf2d7ece)] -> link text: Log in]<br>
2022-05-16 20:05:909 INFO  LoginPage :52 - Enter email rl1111111@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (e4e865dc36c0403af74f792ecf2d7ece)] -> id: Email]<br>
2022-05-16 20:05:966 INFO  LoginPage :58 - Enter password rl123456 to password field [[ChromeDriver: chrome on WINDOWS (e4e865dc36c0403af74f792ecf2d7ece)] -> name: Password]<br>
2022-05-16 20:05:889 INFO  LoginPage :63 - Clicking on Login Button[[ChromeDriver: chrome on WINDOWS (e4e865dc36c0403af74f792ecf2d7ece)] -> xpath: //button[contains(text(),'Log in')]]<br>
2022-05-16 20:05:903 INFO  HomePage :77 - Clicking on logOutLink : [[ChromeDriver: chrome on WINDOWS (e4e865dc36c0403af74f792ecf2d7ece)] -> xpath: //a[normalize-space()='Log out']]<br>
2022-05-16 20:05:603 INFO  HomePage :59 - Checking is loginLink displayed : [[ChromeDriver: chrome on WINDOWS (e4e865dc36c0403af74f792ecf2d7ece)] -> link text: Log in]<br>
2022-05-16 20:05:589 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 20:05:222 INFO  HomePage :52 - Clicking on login link [[ChromeDriver: chrome on WINDOWS (7134bda3e78cf97f389cb804e9577ab2)] -> link text: Log in]<br>
2022-05-16 20:05:655 INFO  LoginPage :52 - Enter email rl1111111@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (7134bda3e78cf97f389cb804e9577ab2)] -> id: Email]<br>
2022-05-16 20:05:715 INFO  LoginPage :58 - Enter password rl123456 to password field [[ChromeDriver: chrome on WINDOWS (7134bda3e78cf97f389cb804e9577ab2)] -> name: Password]<br>
2022-05-16 20:05:508 INFO  LoginPage :63 - Clicking on Login Button[[ChromeDriver: chrome on WINDOWS (7134bda3e78cf97f389cb804e9577ab2)] -> xpath: //button[contains(text(),'Log in')]]<br>
2022-05-16 20:05:546 INFO  HomePage :86 - Checking is logOutLink displayed : [[ChromeDriver: chrome on WINDOWS (7134bda3e78cf97f389cb804e9577ab2)] -> xpath: //a[normalize-space()='Log out']]<br>
2022-05-16 20:05:291 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 20:05:918 INFO  HomePage :65 - Clicking on register link [[ChromeDriver: chrome on WINDOWS (a220a0c19307a2d5cde958b3383b617c)] -> link text: Register]<br>
2022-05-16 20:05:345 INFO  RegisterPage :148 - Click on 'REGISTER' button[[ChromeDriver: chrome on WINDOWS (a220a0c19307a2d5cde958b3383b617c)] -> css selector: #register-button]
2022-05-16 21:05:392 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 21:05:360 INFO  HomePage :101 - Click on 'Computers' tab <br>
2022-05-16 21:05:869 INFO  ComputerPage :45 - Click on '[[[ChromeDriver: chrome on WINDOWS (f2457b20ea20376590984342ce813f24)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a], [[ChromeDriver: chrome on WINDOWS (f2457b20ea20376590984342ce813f24)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a], [[ChromeDriver: chrome on WINDOWS (f2457b20ea20376590984342ce813f24)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a]]
2022-05-16 21:05:325 INFO  DesktopsPage :47 - Get pageTitle text [[ChromeDriver: chrome on WINDOWS (f2457b20ea20376590984342ce813f24)] -> css selector: div[class='page-title'] h1]
2022-05-16 21:05:954 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 21:05:722 INFO  HomePage :101 - Click on 'Computers' tab <br>
2022-05-16 21:05:270 INFO  ComputerPage :45 - Click on '[[[ChromeDriver: chrome on WINDOWS (f9f351b27752d4756db60f9b5ae41eb3)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a], [[ChromeDriver: chrome on WINDOWS (f9f351b27752d4756db60f9b5ae41eb3)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a], [[ChromeDriver: chrome on WINDOWS (f9f351b27752d4756db60f9b5ae41eb3)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a]]
2022-05-16 21:05:436 INFO  BuildYourOwnComputerPage :65 - Select processor '[[ChromeDriver: chrome on WINDOWS (f9f351b27752d4756db60f9b5ae41eb3)] -> id: product_attribute_1]
2022-05-16 21:05:501 INFO  BuildYourOwnComputerPage :71 - Select RAM '[[ChromeDriver: chrome on WINDOWS (f9f351b27752d4756db60f9b5ae41eb3)] -> id: product_attribute_2]
2022-05-16 21:05:558 INFO  BuildYourOwnComputerPage :79 - Select HDD '[[[ChromeDriver: chrome on WINDOWS (f9f351b27752d4756db60f9b5ae41eb3)] -> xpath: //dd[@id='product_attribute_input_3']//li/label], [[ChromeDriver: chrome on WINDOWS (f9f351b27752d4756db60f9b5ae41eb3)] -> xpath: //dd[@id='product_attribute_input_3']//li/label]]
2022-05-16 21:05:613 INFO  BuildYourOwnComputerPage :90 - Select Os '[[[ChromeDriver: chrome on WINDOWS (f9f351b27752d4756db60f9b5ae41eb3)] -> xpath: //dd[@id='product_attribute_input_4']//li/label], [[ChromeDriver: chrome on WINDOWS (f9f351b27752d4756db60f9b5ae41eb3)] -> xpath: //dd[@id='product_attribute_input_4']//li/label]]
2022-05-16 21:05:666 INFO  BuildYourOwnComputerPage :101 - Select Software '[[[ChromeDriver: chrome on WINDOWS (f9f351b27752d4756db60f9b5ae41eb3)] -> xpath: //dd[@id='product_attribute_input_5']//li/label], [[ChromeDriver: chrome on WINDOWS (f9f351b27752d4756db60f9b5ae41eb3)] -> xpath: //dd[@id='product_attribute_input_5']//li/label], [[ChromeDriver: chrome on WINDOWS (f9f351b27752d4756db60f9b5ae41eb3)] -> xpath: //dd[@id='product_attribute_input_5']//li/label]]
2022-05-16 21:05:708 INFO  BuildYourOwnComputerPage :110 - Click on 'ADD TO CART' Button[[ChromeDriver: chrome on WINDOWS (f9f351b27752d4756db60f9b5ae41eb3)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-05-16 21:05:605 INFO  BuildYourOwnComputerPage :117 - Get productAdded Message : [[ChromeDriver: chrome on WINDOWS (f9f351b27752d4756db60f9b5ae41eb3)] -> xpath: //p[@class='content']]
2022-05-16 21:05:239 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 21:05:766 INFO  HomePage :101 - Click on 'Computers' tab <br>
2022-05-16 21:05:235 INFO  ComputerPage :45 - Click on '[[[ChromeDriver: chrome on WINDOWS (7b7b70e761c1ff00c12fea8d6a478246)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a], [[ChromeDriver: chrome on WINDOWS (7b7b70e761c1ff00c12fea8d6a478246)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a], [[ChromeDriver: chrome on WINDOWS (7b7b70e761c1ff00c12fea8d6a478246)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a]]
2022-05-16 21:05:342 INFO  BuildYourOwnComputerPage :65 - Select processor '[[ChromeDriver: chrome on WINDOWS (7b7b70e761c1ff00c12fea8d6a478246)] -> id: product_attribute_1]
2022-05-16 21:05:408 INFO  BuildYourOwnComputerPage :71 - Select RAM '[[ChromeDriver: chrome on WINDOWS (7b7b70e761c1ff00c12fea8d6a478246)] -> id: product_attribute_2]
2022-05-16 21:05:477 INFO  BuildYourOwnComputerPage :79 - Select HDD '[[[ChromeDriver: chrome on WINDOWS (7b7b70e761c1ff00c12fea8d6a478246)] -> xpath: //dd[@id='product_attribute_input_3']//li/label], [[ChromeDriver: chrome on WINDOWS (7b7b70e761c1ff00c12fea8d6a478246)] -> xpath: //dd[@id='product_attribute_input_3']//li/label]]
2022-05-16 21:05:542 INFO  BuildYourOwnComputerPage :90 - Select Os '[[[ChromeDriver: chrome on WINDOWS (7b7b70e761c1ff00c12fea8d6a478246)] -> xpath: //dd[@id='product_attribute_input_4']//li/label], [[ChromeDriver: chrome on WINDOWS (7b7b70e761c1ff00c12fea8d6a478246)] -> xpath: //dd[@id='product_attribute_input_4']//li/label]]
2022-05-16 21:05:609 INFO  BuildYourOwnComputerPage :101 - Select Software '[[[ChromeDriver: chrome on WINDOWS (7b7b70e761c1ff00c12fea8d6a478246)] -> xpath: //dd[@id='product_attribute_input_5']//li/label], [[ChromeDriver: chrome on WINDOWS (7b7b70e761c1ff00c12fea8d6a478246)] -> xpath: //dd[@id='product_attribute_input_5']//li/label], [[ChromeDriver: chrome on WINDOWS (7b7b70e761c1ff00c12fea8d6a478246)] -> xpath: //dd[@id='product_attribute_input_5']//li/label]]
2022-05-16 21:05:651 INFO  BuildYourOwnComputerPage :110 - Click on 'ADD TO CART' Button[[ChromeDriver: chrome on WINDOWS (7b7b70e761c1ff00c12fea8d6a478246)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-05-16 21:05:483 INFO  BuildYourOwnComputerPage :117 - Get productAdded Message : [[ChromeDriver: chrome on WINDOWS (7b7b70e761c1ff00c12fea8d6a478246)] -> xpath: //p[@class='content']]
2022-05-16 21:05:99 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 21:05:833 INFO  HomePage :101 - Click on 'Computers' tab <br>
2022-05-16 21:05:323 INFO  ComputerPage :45 - Click on '[[[ChromeDriver: chrome on WINDOWS (8e6acc786a1de1fe4093668bd02cfda7)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a], [[ChromeDriver: chrome on WINDOWS (8e6acc786a1de1fe4093668bd02cfda7)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a], [[ChromeDriver: chrome on WINDOWS (8e6acc786a1de1fe4093668bd02cfda7)] -> xpath: //div[@class='category-grid sub-category-grid']//h2/a]]
2022-05-16 21:05:432 INFO  BuildYourOwnComputerPage :65 - Select processor '[[ChromeDriver: chrome on WINDOWS (8e6acc786a1de1fe4093668bd02cfda7)] -> id: product_attribute_1]
2022-05-16 21:05:493 INFO  BuildYourOwnComputerPage :71 - Select RAM '[[ChromeDriver: chrome on WINDOWS (8e6acc786a1de1fe4093668bd02cfda7)] -> id: product_attribute_2]
2022-05-16 21:05:550 INFO  BuildYourOwnComputerPage :79 - Select HDD '[[[ChromeDriver: chrome on WINDOWS (8e6acc786a1de1fe4093668bd02cfda7)] -> xpath: //dd[@id='product_attribute_input_3']//li/label], [[ChromeDriver: chrome on WINDOWS (8e6acc786a1de1fe4093668bd02cfda7)] -> xpath: //dd[@id='product_attribute_input_3']//li/label]]
2022-05-16 21:05:664 INFO  BuildYourOwnComputerPage :101 - Select Software '[[[ChromeDriver: chrome on WINDOWS (8e6acc786a1de1fe4093668bd02cfda7)] -> xpath: //dd[@id='product_attribute_input_5']//li/label], [[ChromeDriver: chrome on WINDOWS (8e6acc786a1de1fe4093668bd02cfda7)] -> xpath: //dd[@id='product_attribute_input_5']//li/label], [[ChromeDriver: chrome on WINDOWS (8e6acc786a1de1fe4093668bd02cfda7)] -> xpath: //dd[@id='product_attribute_input_5']//li/label]]
2022-05-16 21:05:706 INFO  BuildYourOwnComputerPage :110 - Click on 'ADD TO CART' Button[[ChromeDriver: chrome on WINDOWS (8e6acc786a1de1fe4093668bd02cfda7)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-05-16 21:05:977 INFO  BuildYourOwnComputerPage :117 - Get productAdded Message : [[ChromeDriver: chrome on WINDOWS (8e6acc786a1de1fe4093668bd02cfda7)] -> xpath: //p[@class='content']]
2022-05-16 21:05:595 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 21:05:128 INFO  HomePage :52 - Clicking on login link [[ChromeDriver: chrome on WINDOWS (7861aedfd134ed5a64afb213c57ef3de)] -> link text: Log in]<br>
2022-05-16 21:05:580 INFO  LoginPage :52 - Enter email rl123@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (7861aedfd134ed5a64afb213c57ef3de)] -> id: Email]<br>
2022-05-16 21:05:635 INFO  LoginPage :58 - Enter password r1234 to password field [[ChromeDriver: chrome on WINDOWS (7861aedfd134ed5a64afb213c57ef3de)] -> name: Password]<br>
2022-05-16 21:05:09 INFO  LoginPage :63 - Clicking on Login Button[[ChromeDriver: chrome on WINDOWS (7861aedfd134ed5a64afb213c57ef3de)] -> xpath: //button[contains(text(),'Log in')]]<br>
2022-05-16 21:05:33 INFO  LoginPage :69 - Getting error message : [[ChromeDriver: chrome on WINDOWS (7861aedfd134ed5a64afb213c57ef3de)] -> xpath: //div[@class='message-error validation-summary-errors']]<br>
2022-05-16 21:05:636 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 21:05:177 INFO  HomePage :52 - Clicking on login link [[ChromeDriver: chrome on WINDOWS (3dcdbfc079b72e34e739d6a1a1c17c61)] -> link text: Log in]<br>
2022-05-16 21:05:664 INFO  LoginPage :52 - Enter email rl123@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (3dcdbfc079b72e34e739d6a1a1c17c61)] -> id: Email]<br>
2022-05-16 21:05:717 INFO  LoginPage :58 - Enter password  to password field [[ChromeDriver: chrome on WINDOWS (3dcdbfc079b72e34e739d6a1a1c17c61)] -> name: Password]<br>
2022-05-16 21:05:90 INFO  LoginPage :63 - Clicking on Login Button[[ChromeDriver: chrome on WINDOWS (3dcdbfc079b72e34e739d6a1a1c17c61)] -> xpath: //button[contains(text(),'Log in')]]<br>
2022-05-16 21:05:115 INFO  LoginPage :69 - Getting error message : [[ChromeDriver: chrome on WINDOWS (3dcdbfc079b72e34e739d6a1a1c17c61)] -> xpath: //div[@class='message-error validation-summary-errors']]<br>
2022-05-16 21:05:725 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 21:05:284 INFO  HomePage :52 - Clicking on login link [[ChromeDriver: chrome on WINDOWS (39b9fdeff693db006858f8a92c454a3e)] -> link text: Log in]<br>
2022-05-16 21:05:731 INFO  LoginPage :52 - Enter email  to email field [[ChromeDriver: chrome on WINDOWS (39b9fdeff693db006858f8a92c454a3e)] -> id: Email]<br>
2022-05-16 21:05:786 INFO  LoginPage :58 - Enter password r1234 to password field [[ChromeDriver: chrome on WINDOWS (39b9fdeff693db006858f8a92c454a3e)] -> name: Password]<br>
2022-05-16 21:05:838 INFO  LoginPage :63 - Clicking on Login Button[[ChromeDriver: chrome on WINDOWS (39b9fdeff693db006858f8a92c454a3e)] -> xpath: //button[contains(text(),'Log in')]]<br>
2022-05-16 21:05:753 INFO  ManageDriver :31 - Launching Chrome Browser
